consumer_sp,resource_sp,consumed
Leopardus pardalis,Micronycteris minuta,0
Leopardus pardalis,Mimon bennettii,0
Leopardus pardalis,Molossops temminckii,0
Leopardus pardalis,Molossus molossus,0
Leopardus pardalis,Molossus rufus,0
Leopardus pardalis,Myotis albescens,0
Leopardus pardalis,Myotis nigricans,0
Leopardus pardalis,Myotis riparius,0
Leopardus pardalis,Myotis ruber,0
Leopardus pardalis,Myrmecophaga tridactyla,0
Leopardus pardalis,Necromys lasiurus,0
Leopardus pardalis,Noctilio albiventris,0
Leopardus pardalis,Noctilio leporinus,0
Leopardus pardalis,Nyctinomops aurispinosus,0
Leopardus pardalis,Nyctinomops laticaudatus,0
Leopardus pardalis,Nyctinomops macrotis,0
Leopardus pardalis,Oecomys catherinae,0
Leopardus pardalis,Oecomys trinitatis,0
Leopardus pardalis,Oligoryzomys eliurus,0
Leopardus pardalis,Oxymycterus quaestor,0
Leopardus pardalis,Peropteryx macrotis,0
Leopardus pardalis,Phylloderma stenops,0
Leopardus pardalis,Phyllomys medius,0
Leopardus pardalis,Phyllomys sulinus,0
Leopardus pardalis,Phyllostomus discolor,0
Leopardus pardalis,Phyllostomus elongatus,0
Leopardus pardalis,Phyllostomus hastatus,0
Leopardus pardalis,Platyrrhinus lineatus,0
Leopardus pardalis,Platyrrhinus recifinus,0
Leopardus pardalis,Pseudoryzomys simplex,0
Leopardus pardalis,Puma concolor,0
Leopardus pardalis,Pygoderma bilabiatum,0
Leopardus pardalis,Rhipidomys mastacalis,0
Leopardus pardalis,Saccopteryx bilineata,0
Leopardus pardalis,Saccopteryx leptura,0
Leopardus pardalis,Speothos venaticus,0
Leopardus pardalis,Sturnira lilium,0
Leopardus pardalis,Sturnira tildae,0
Leopardus pardalis,Tadarida brasiliensis,0
Leopardus pardalis,Thylamys velutinus,0
Leopardus pardalis,Thyroptera tricolor,0
Leopardus pardalis,Tonatia bidens,0
Leopardus pardalis,Trachops cirrhosus,0
Leopardus pardalis,Trinomys iheringi,0
Leopardus pardalis,Vampyressa pusilla,0
Puma concolor,Akodon cursor,0
Puma concolor,Akodon montensis,0
Puma concolor,Alouatta caraya,0
Puma concolor,Anoura caudifer,0
Puma concolor,Anoura geoffroyi,0
Puma concolor,Artibeus fimbriatus,0
Puma concolor,Artibeus lituratus,0
Puma concolor,Artibeus obscurus,0
Puma concolor,Artibeus planirostris,0
Puma concolor,Bibimys labiosus,0
Puma concolor,Callicebus nigrifrons,0
Puma concolor,Callithrix penicillata,0
Puma concolor,Calomys tener,0
Puma concolor,Caluromys lanatus,0
Puma concolor,Caluromys philander,0
Puma concolor,Carollia perspicillata,0
Puma concolor,Cavia aperea,0
Puma concolor,Cerdocyon thous,0
Puma concolor,Cerradomys subflavus,0
Puma concolor,Chiroderma doriae,0
Puma concolor,Chrotopterus auritus,0
Puma concolor,Chrysocyon brachyurus,0
Puma concolor,Clyomys laticeps,0
Puma concolor,Coendou prehensilis,0
Puma concolor,Cynomops abrasus,0
Puma concolor,Cynomops planirostris,0
Puma concolor,Desmodus rotundus,0
Puma concolor,Diaemus youngi,0
Puma concolor,Didelphis aurita,0
Puma concolor,Diphylla ecaudata,0
Puma concolor,Eptesicus brasiliensis,0
Puma concolor,Eptesicus diminutus,0
Puma concolor,Eptesicus furinalis,0
Puma concolor,Eumops auripendulus,0
Puma concolor,Eumops glaucinus,0
Puma concolor,Eumops perotis,0
Puma concolor,Euryoryzomys russatus,0
Puma concolor,Euryzygomatomys spinosus,0
Puma concolor,Furipterus horrens,0
Puma concolor,Glossophaga soricina,0
Puma concolor,Glyphonycteris sylvestris,0
Puma concolor,Gracilinanus agilis,0
Puma concolor,Gracilinanus microtarsus,0
Puma concolor,Herpailurus yagouaroundi,0
Puma concolor,Histiotus velatus,0
Puma concolor,Holochilus brasiliensis,0
Puma concolor,Hylaeamys megacephalus,0
Puma concolor,Juliomys pictipes,0
Puma concolor,Kannabateomys amblyonyx,0
Puma concolor,Lasiurus ega,0
Puma concolor,Leopardus guttulus,0
Puma concolor,Leopardus pardalis,0
Puma concolor,Lonchorhina aurita,0
Puma concolor,Lontra longicaudis,0
Puma concolor,Lutreolina crassicaudata,0
Puma concolor,Lycalopex vetulus,0
Puma concolor,Macrophyllum macrophyllum,0
Puma concolor,Metachirus nudicaudatus,0
Puma concolor,Micronycteris megalotis,0
Puma concolor,Micronycteris minuta,0
Puma concolor,Mimon bennettii,0
Puma concolor,Molossops temminckii,0
Puma concolor,Molossus molossus,0
Puma concolor,Molossus rufus,0
Puma concolor,Monodelphis americana,0
Puma concolor,Monodelphis dimidiata,0
Puma concolor,Monodelphis domestica,0
Puma concolor,Monodelphis kunsi,0
Puma concolor,Myotis albescens,0
Puma concolor,Myotis nigricans,0
Puma concolor,Myotis riparius,0
Puma concolor,Myotis ruber,0
Puma concolor,Necromys lasiurus,0
Puma concolor,Nectomys squamipes,0
Puma concolor,Noctilio albiventris,0
Puma concolor,Noctilio leporinus,0
Puma concolor,Nyctinomops aurispinosus,0
Puma concolor,Nyctinomops laticaudatus,0
Puma concolor,Nyctinomops macrotis,0
Puma concolor,Oecomys catherinae,0
Puma concolor,Oecomys trinitatis,0
Puma concolor,Oligoryzomys eliurus,0
Puma concolor,Oligoryzomys flavescens,0
Puma concolor,Oligoryzomys nigripes,0
Puma concolor,Oxymycterus quaestor,0
Puma concolor,Peropteryx macrotis,0
Puma concolor,Phylloderma stenops,0
Puma concolor,Phyllomys medius,0
Puma concolor,Phyllomys sulinus,0
Puma concolor,Phyllostomus discolor,0
Puma concolor,Phyllostomus elongatus,0
Puma concolor,Phyllostomus hastatus,0
Puma concolor,Platyrrhinus lineatus,0
Puma concolor,Platyrrhinus recifinus,0
Puma concolor,Pseudoryzomys simplex,0
Puma concolor,Pygoderma bilabiatum,0
Puma concolor,Rhipidomys mastacalis,0
Puma concolor,Saccopteryx bilineata,0
Puma concolor,Saccopteryx leptura,0
Puma concolor,Sciurus aestuans,0
Puma concolor,Sooretamys angouya,0
Puma concolor,Speothos venaticus,0
Puma concolor,Sturnira lilium,0
Puma concolor,Sturnira tildae,0
Puma concolor,Thylamys velutinus,0
Puma concolor,Thyroptera tricolor,0
Puma concolor,Tonatia bidens,0
Puma concolor,Trachops cirrhosus,0
Puma concolor,Trinomys iheringi,0
Puma concolor,Vampyressa pusilla,0
Chrysocyon brachyurus,Akodon sanctipaulensis,0
Chrysocyon brachyurus,Marmosops paulensis,0
Chrysocyon brachyurus,Chiroderma trinitatum,0
Chrysocyon brachyurus,Kunsia tomentosus,0
Chrysocyon brachyurus,Leopardus colocolo,0
Chrysocyon brachyurus,Pteronura brasiliensis,0
Chrysocyon brachyurus,Rhogeessa io,0
Chrysocyon brachyurus,Tayassu pecari,0
Chrysocyon brachyurus,Vampyrum spectrum,0
Panthera onca,Alouatta caraya,0
Panthera onca,Anoura caudifer,0
Panthera onca,Anoura geoffroyi,0
Panthera onca,Artibeus lituratus,0
Panthera onca,Artibeus obscurus,0
Panthera onca,Blastocerus dichotomus,0
Panthera onca,Callithrix penicillata,0
Panthera onca,Calomys callosus,0
Panthera onca,Calomys tener,0
Panthera onca,Caluromys lanatus,0
Panthera onca,Carollia perspicillata,0
Panthera onca,Cerdocyon thous,0
Panthera onca,Cerradomys scotti,0
Panthera onca,Chiroderma doriae,0
Panthera onca,Chiroderma trinitatum,0
Panthera onca,Chiroderma villosum,0
Panthera onca,Chrotopterus auritus,0
Panthera onca,Chrysocyon brachyurus,0
Panthera onca,Clyomys laticeps,0
Panthera onca,Coendou prehensilis,0
Panthera onca,Cynomops abrasus,0
Panthera onca,Cynomops planirostris,0
Panthera onca,Dasypus septemcinctus,0
Panthera onca,Desmodus rotundus,0
Panthera onca,Diaemus youngi,0
Panthera onca,Diclidurus albus,0
Panthera onca,Diphylla ecaudata,0
Panthera onca,Eira barbara,0
Panthera onca,Eptesicus brasiliensis,0
Panthera onca,Eptesicus furinalis,0
Panthera onca,Eumops auripendulus,0
Panthera onca,Eumops glaucinus,0
Panthera onca,Eumops perotis,0
Panthera onca,Galictis cuja,0
Panthera onca,Glossophaga soricina,0
Panthera onca,Gracilinanus agilis,0
Panthera onca,Herpailurus yagouaroundi,0
Panthera onca,Histiotus velatus,0
Panthera onca,Holochilus sciureus,0
Panthera onca,Hylaeamys megacephalus,0
Panthera onca,Kunsia tomentosus,0
Panthera onca,Lasiurus blossevillii,0
Panthera onca,Lasiurus cinereus,0
Panthera onca,Lasiurus ega,0
Panthera onca,Leopardus colocolo,0
Panthera onca,Leopardus guttulus,0
Panthera onca,Leopardus pardalis,0
Panthera onca,Lonchorhina aurita,0
Panthera onca,Lontra longicaudis,0
Panthera onca,Lycalopex vetulus,0
Panthera onca,Macrophyllum macrophyllum,0
Panthera onca,Metachirus nudicaudatus,0
Panthera onca,Micronycteris megalotis,0
Panthera onca,Micronycteris minuta,0
Panthera onca,Mimon bennettii,0
Panthera onca,Molossops temminckii,0
Panthera onca,Molossus molossus,0
Panthera onca,Molossus rufus,0
Panthera onca,Monodelphis domestica,0
Panthera onca,Monodelphis kunsi,0
Panthera onca,Myotis albescens,0
Panthera onca,Myotis nigricans,0
Panthera onca,Myotis riparius,0
Panthera onca,Necromys lasiurus,0
Panthera onca,Nectomys squamipes,0
Panthera onca,Noctilio albiventris,0
Panthera onca,Noctilio leporinus,0
Panthera onca,Nyctinomops laticaudatus,0
Panthera onca,Nyctinomops macrotis,0
Panthera onca,Oecomys bicolor,0
Panthera onca,Oecomys cleberi,0
Panthera onca,Oligoryzomys eliurus,0
Panthera onca,Oligoryzomys fornesi,0
Panthera onca,Oligoryzomys nigripes,0
Panthera onca,Oxymycterus roberti,0
Panthera onca,Peropteryx macrotis,0
Panthera onca,Phyllostomus discolor,0
Panthera onca,Phyllostomus hastatus,0
Panthera onca,Platyrrhinus helleri,0
Panthera onca,Platyrrhinus lineatus,0
Panthera onca,Proechimys longicaudatus,0
Panthera onca,Promops nasutus,0
Panthera onca,Pseudoryzomys simplex,0
Panthera onca,Pteronura brasiliensis,0
Panthera onca,Puma concolor,0
Panthera onca,Pygoderma bilabiatum,0
Panthera onca,Rhogeessa io,0
Panthera onca,Rhynchonycteris naso,0
Panthera onca,Saccopteryx bilineata,0
Panthera onca,Saccopteryx leptura,0
Panthera onca,Sapajus libidinosus,0
Panthera onca,Speothos venaticus,0
Panthera onca,Sturnira lilium,0
Panthera onca,Sturnira tildae,0
Panthera onca,Trachops cirrhosus,0
Panthera onca,Uroderma bilobatum,0
Panthera onca,Vampyrum spectrum,0
Chrysocyon brachyurus,Thrichomys apereoides,0
Crocuta crocuta,Aethomys hindei,0
Crocuta crocuta,Aethomys kaiseri,0
Crocuta crocuta,Anomalurus derbianus,0
Crocuta crocuta,Arvicanthis niloticus,0
Crocuta crocuta,Atelerix albiventris,0
Crocuta crocuta,Cercopithecus mitis,0
Crocuta crocuta,Chaerephon bemmeleni,0
Crocuta crocuta,Chaerephon bivittatus,0
Crocuta crocuta,Chaerephon chapini,0
Crocuta crocuta,Chaerephon major,0
Crocuta crocuta,Crocidura elgonius,0
Crocuta crocuta,Crocidura hildegardeae,0
Crocuta crocuta,Crocidura jacksoni,0
Crocuta crocuta,Crocidura luna,0
Crocuta crocuta,Crocidura nigrofusca,0
Crocuta crocuta,Crocidura olivieri,0
Crocuta crocuta,Crocidura parvipes,0
Crocuta crocuta,Crocidura turba,0
Crocuta crocuta,Dendrohyrax arboreus,0
Crocuta crocuta,Epomophorus labiatus,0
Crocuta crocuta,Epomophorus minor,0
Crocuta crocuta,Galago senegalensis,0
Crocuta crocuta,Gerbilliscus robustus,0
Crocuta crocuta,Glauconycteris argentata,0
Crocuta crocuta,Graphiurus murinus,0
Crocuta crocuta,Herpestes ichneumon,0
Crocuta crocuta,Heterohyrax brucei,0
Crocuta crocuta,Hipposideros ruber,0
Crocuta crocuta,Laephotis wintoni,0
Crocuta crocuta,Lavia frons,0
Crocuta crocuta,Lemniscomys striatus,0
Crocuta crocuta,Lemniscomys zebra,0
Crocuta crocuta,Lissonycteris angolensis,0
Crocuta crocuta,Lophuromys sikapusi,0
Crocuta crocuta,Madoqua kirkii,0
Crocuta crocuta,Mastomys pernanus,0
Crocuta crocuta,Mimetillus moloneyi,0
Crocuta crocuta,Mus triton,0
Crocuta crocuta,Myomyscus brockmani,0
Crocuta crocuta,Nandinia binotata,0
Crocuta crocuta,Nanger granti,0
Crocuta crocuta,Neoromicia helios,0
Crocuta crocuta,Neoromicia rendalli,0
Crocuta crocuta,Neoromicia somalica,0
Crocuta crocuta,Neoromicia tenuipinnis,0
Crocuta crocuta,Nycteris aurita,0
Crocuta crocuta,Nycteris hispida,0
Crocuta crocuta,Nycteris macrotis,0
Crocuta crocuta,Papio cynocephalus,0
Crocuta crocuta,Paraxerus ochraceus,0
Crocuta crocuta,Pedetes surdaster,0
Crocuta crocuta,Pelomys fallax,0
Crocuta crocuta,Philantomba monticola,0
Crocuta crocuta,Pipistrellus hesperidus,0
Crocuta crocuta,Redunca fulvorufula,0
Crocuta crocuta,Rhinolophus hildebrandtii,0
Crocuta crocuta,Rhinopoma macinnesi,0
Crocuta crocuta,Rousettus aegyptiacus,0
Crocuta crocuta,Scotoecus albofuscus,0
Crocuta crocuta,Steatomys parvus,0
Crocuta crocuta,Suncus megalura,0
Crocuta crocuta,Tachyoryctes splendens,0
Crocuta crocuta,Tadarida ventralis,0
Crocuta crocuta,Taterillus emini,0
Crocuta crocuta,Thryonomys gregorianus,0
Crocuta crocuta,Uranomys ruddi,0
Crocuta crocuta,Xerus rutilus,0
Crocuta crocuta,Zelotomys hildegardeae,0
Crocuta crocuta,Aethomys chrysophilus,0
Crocuta crocuta,Cephalophus silvicultor,0
Crocuta crocuta,Chaerephon nigeriae,0
Crocuta crocuta,Chlorocebus cynosuros,0
Crocuta crocuta,Dendromus nyikae,0
Crocuta crocuta,Epomops dobsonii,0
Crocuta crocuta,Genetta angolensis,0
Crocuta crocuta,Gerbilliscus validus,0
Crocuta crocuta,Hipposideros vittatus,0
Crocuta crocuta,Kerivoula argentata,0
Crocuta crocuta,Mops niveiventer,0
Crocuta crocuta,Papio kindae,0
Crocuta crocuta,Raphicerus sharpei,0
Crocuta crocuta,Scotophilus viridis,0
Crocuta crocuta,Tragelaphus spekii,0
Crocuta crocuta,Cephalophus natalensis,0
Crocuta crocuta,Cloeotis percivali,0
Crocuta crocuta,Crocidura silacea,0
Crocuta crocuta,Neamblysomus julianae,0
Crocuta crocuta,Cricetomys gambianus,0
Crocuta crocuta,Crocidura attila,0
Crocuta crocuta,Crocidura foxi,0
Crocuta crocuta,Crocidura fulvastra,0
Crocuta crocuta,Crocidura viaria,0
Crocuta crocuta,Epomophorus gambianus,0
Crocuta crocuta,Epomops franqueti,0
Crocuta crocuta,Genetta thierryi,0
Crocuta crocuta,Gerbilliscus kempi,0
Crocuta crocuta,Graphiurus kelleni,0
Crocuta crocuta,Heliosciurus gambianus,0
Crocuta crocuta,Hipposideros abae,0
Crocuta crocuta,Mastomys erythroleucus,0
Crocuta crocuta,Micropteropus pusillus,0
Crocuta crocuta,Mops demonstrator,0
Crocuta crocuta,Myopterus daubentonii,0
Crocuta crocuta,Neoromicia guineensis,0
Crocuta crocuta,Phataginus tricuspis,0
Crocuta crocuta,Pipistrellus inexspectatus,0
Crocuta crocuta,Potamochoerus porcus,0
Crocuta crocuta,Praomys daltoni,0
Crocuta crocuta,Praomys jacksoni,0
Crocuta crocuta,Scotophilus leucogaster,0
Crocuta crocuta,Tragelaphus derbianus,0
Crocuta crocuta,Xerus erythropus,0
Panthera leo,Chlorocebus tantalus,0
Panthera leo,Cricetomys gambianus,0
Panthera leo,Crocidura attila,0
Panthera leo,Crocidura foxi,0
Panthera leo,Crocidura fulvastra,0
Panthera leo,Crocidura viaria,0
Panthera leo,Epomophorus gambianus,0
Panthera leo,Epomops franqueti,0
Panthera leo,Genetta thierryi,0
Panthera leo,Gerbilliscus kempi,0
Panthera leo,Heliosciurus gambianus,0
Panthera leo,Hipposideros abae,0
Panthera leo,Mastomys erythroleucus,0
Panthera leo,Micropteropus pusillus,0
Panthera leo,Mops demonstrator,0
Panthera leo,Myopterus daubentonii,0
Panthera leo,Neoromicia guineensis,0
Panthera leo,Pipistrellus inexspectatus,0
Panthera leo,Praomys daltoni,0
Panthera leo,Praomys jacksoni,0
Panthera leo,Scotophilus leucogaster,0
Panthera leo,Tragelaphus derbianus,0
Panthera leo,Xerus erythropus,0
Crocuta crocuta,Fukomys darlingi,0
Crocuta crocuta,Miniopterus inflatus,0
Crocuta crocuta,Myonycteris relicta,0
Crocuta crocuta,Neoromicia melckorum,0
Crocuta crocuta,Nycteris woodi,0
Crocuta crocuta,Pronolagus randensis,0
Crocuta crocuta,Rhinolophus blasii,0
Crocuta crocuta,Sauromys petrophilus,0
Crocuta crocuta,Taphozous perforatus,0
Lycaon pictus,Fukomys darlingi,0
Lycaon pictus,Graphiurus murinus,0
Lycaon pictus,Miniopterus inflatus,0
Lycaon pictus,Myonycteris relicta,0
Lycaon pictus,Neoromicia melckorum,0
Lycaon pictus,Nycteris woodi,0
Lycaon pictus,Pronolagus randensis,0
Lycaon pictus,Rhinolophus blasii,0
Lycaon pictus,Sauromys petrophilus,0
Lycaon pictus,Taphozous perforatus,0
Panthera leo,Fukomys darlingi,0
Panthera leo,Miniopterus inflatus,0
Panthera leo,Myonycteris relicta,0
Panthera leo,Neoromicia melckorum,0
Panthera leo,Nycteris woodi,0
Panthera leo,Pronolagus randensis,0
Panthera leo,Rhinolophus blasii,0
Panthera leo,Sauromys petrophilus,0
Panthera leo,Taphozous perforatus,0
Panthera pardus,Fukomys darlingi,0
Panthera pardus,Graphiurus murinus,0
Panthera pardus,Myonycteris relicta,0
Panthera pardus,Neoromicia melckorum,0
Panthera pardus,Nycteris woodi,0
Panthera pardus,Rhinolophus blasii,0
Panthera pardus,Sauromys petrophilus,0
Crocuta crocuta,Amblysomus hottentotus,0
Crocuta crocuta,Crocidura flavescens,0
Crocuta crocuta,Cryptomys hottentotus,0
Crocuta crocuta,Dendromus mesomelas,0
Crocuta crocuta,Elephantulus rupestris,0
Crocuta crocuta,Equus zebra,0
Crocuta crocuta,Georychus capensis,0
Crocuta crocuta,Graphiurus ocularis,0
Crocuta crocuta,Herpestes pulverulentus,0
Crocuta crocuta,Myosorex varius,0
Crocuta crocuta,Mystromys albicaudatus,0
Crocuta crocuta,Otomys irroratus,0
Crocuta crocuta,Otomys unisulcatus,0
Crocuta crocuta,Pronolagus saundersiae,0
Crocuta crocuta,Raphicerus melanotis,0
Crocuta crocuta,Rhabdomys pumilio,0
Crocuta crocuta,Rhinolophus capensis,0
Crocuta crocuta,Suncus infinitesimus,0
Crocuta crocuta,Arvicanthis ansorgei,0
Crocuta crocuta,Chlorocebus sabaeus,0
Crocuta crocuta,Crocidura cinderella,0
Crocuta crocuta,Crocidura lamottei,0
Crocuta crocuta,Crocidura nanilla,0
Crocuta crocuta,Genetta pardina,0
Crocuta crocuta,Gerbilliscus gambiana,0
Crocuta crocuta,Gerbilliscus guineae,0
Crocuta crocuta,Lemniscomys linulus,0
Crocuta crocuta,Mastomys huberti,0
Crocuta crocuta,Mus haussa,0
Crocuta crocuta,Mus mattheyi,0
Crocuta crocuta,Nycteris gambiensis,0
Crocuta crocuta,Pan troglodytes,0
Crocuta crocuta,Scotoecus hirundo,0
Crocuta crocuta,Scotophilus nigrita,0
Crocuta crocuta,Steatomys caurinus,0
Crocuta crocuta,Taterillus gracilis,0
Crocuta crocuta,Arvicanthis abyssinicus,0
Crocuta crocuta,Asellia tridens,0
Crocuta crocuta,Chlorocebus aethiops,0
Crocuta crocuta,Crocidura baileyi,0
Crocuta crocuta,Genetta abyssinica,0
Crocuta crocuta,Hipposideros megalotis,0
Crocuta crocuta,Mus mahomet,0
Crocuta crocuta,Otomys typus,0
Crocuta crocuta,Rhinopoma hardwickii,0
Crocuta crocuta,Rhinopoma microphyllum,0
Crocuta crocuta,Stenocephalemys albipes,0
Crocuta crocuta,Stenocephalemys griseicauda,0
Crocuta crocuta,Theropithecus gelada,0
Crocuta crocuta,Acomys cineraceus,0
Crocuta crocuta,Crocidura thalia,0
Crocuta crocuta,Desmomys harringtoni,0
Crocuta crocuta,Lemniscomys macculus,0
Crocuta crocuta,Lophuromys chrysopus,0
Crocuta crocuta,Mus setulosus,0
Crocuta crocuta,Oenomys hypoxanthus,0
Crocuta crocuta,Rousettus lanosus,0
Crocuta crocuta,Triaenops persicus,0
Crocuta crocuta,Arvicanthis neumanni,0
Crocuta crocuta,Cardioderma cor,0
Crocuta crocuta,Epomophorus minimus,0
Crocuta crocuta,Lepus habessinicus,0
Crocuta crocuta,Lepus starcki,0
Crocuta crocuta,Lophiomys imhausi,0
Crocuta crocuta,Mus tenellus,0
Crocuta crocuta,Myotis scotti,0
Crocuta crocuta,Papio hamadryas,0
Crocuta crocuta,Gazella dorcas,0
Crocuta crocuta,Vulpes pallida,0
Crocuta crocuta,Asellia patrizii,0
Crocuta crocuta,Mastomys awashensis,0
Crocuta crocuta,Atelerix frontalis,0
Crocuta crocuta,Tadarida fulminans,0
Crocuta crocuta,Acomys cahirinus,0
Crocuta crocuta,Acomys mullah,0
Crocuta crocuta,Coleura afra,0
Crocuta crocuta,Gerbillus dunni,0
Crocuta crocuta,Gerbillus somalicus,0
Crocuta crocuta,Madoqua saltiana,0
Crocuta crocuta,Nanger soemmerringii,0
Crocuta crocuta,Pectinator spekei,0
Hyaena hyaena,Acomys cahirinus,0
Hyaena hyaena,Acomys mullah,0
Hyaena hyaena,Asellia tridens,0
Hyaena hyaena,Atelerix albiventris,0
Hyaena hyaena,Canis mesomelas,0
Hyaena hyaena,Caracal caracal,0
Hyaena hyaena,Cardioderma cor,0
Hyaena hyaena,Civettictis civetta,0
Hyaena hyaena,Coleura afra,0
Hyaena hyaena,Genetta abyssinica,0
Hyaena hyaena,Genetta genetta,0
Hyaena hyaena,Gerbillus dunni,0
Hyaena hyaena,Gerbillus somalicus,0
Hyaena hyaena,Herpestes sanguineus,0
Hyaena hyaena,Heterohyrax brucei,0
Hyaena hyaena,Hipposideros megalotis,0
Hyaena hyaena,Ichneumia albicauda,0
Hyaena hyaena,Ictonyx striatus,0
Hyaena hyaena,Lepus habessinicus,0
Hyaena hyaena,Madoqua saltiana,0
Hyaena hyaena,Mellivora capensis,0
Hyaena hyaena,Mus musculus,0
Hyaena hyaena,Nanger soemmerringii,0
Hyaena hyaena,Nycteris thebaica,0
Hyaena hyaena,Nycticeinops schlieffeni,0
Hyaena hyaena,Orycteropus afer,0
Hyaena hyaena,Panthera pardus,0
Hyaena hyaena,Pectinator spekei,0
Hyaena hyaena,Phacochoerus africanus,0
Hyaena hyaena,Pipistrellus hesperidus,0
Hyaena hyaena,Procavia capensis,0
Hyaena hyaena,Proteles cristata,0
Hyaena hyaena,Rattus rattus,0
Hyaena hyaena,Rhinolophus clivosus,0
Hyaena hyaena,Rhinopoma hardwickii,0
Hyaena hyaena,Rhinopoma microphyllum,0
Hyaena hyaena,Taphozous perforatus,0
Hyaena hyaena,Triaenops persicus,0
Hyaena hyaena,Vulpes rueppellii,0
Hyaena hyaena,Xerus rutilus,0
Parahyaena brunnea,Acomys cahirinus,0
Parahyaena brunnea,Acomys mullah,0
Parahyaena brunnea,Asellia tridens,0
Parahyaena brunnea,Atelerix albiventris,0
Parahyaena brunnea,Cardioderma cor,0
Parahyaena brunnea,Coleura afra,0
Parahyaena brunnea,Gazella dorcas,0
Parahyaena brunnea,Genetta abyssinica,0
Parahyaena brunnea,Gerbillus dunni,0
Parahyaena brunnea,Gerbillus somalicus,0
Parahyaena brunnea,Heterohyrax brucei,0
Parahyaena brunnea,Hipposideros megalotis,0
Parahyaena brunnea,Hyaena hyaena,0
Parahyaena brunnea,Lepus habessinicus,0
Parahyaena brunnea,Madoqua saltiana,0
Parahyaena brunnea,Mus musculus,0
Parahyaena brunnea,Nanger soemmerringii,0
Parahyaena brunnea,Nycticeinops schlieffeni,0
Parahyaena brunnea,Papio hamadryas,0
Parahyaena brunnea,Pectinator spekei,0
Parahyaena brunnea,Pipistrellus hesperidus,0
Parahyaena brunnea,Rhinolophus clivosus,0
Parahyaena brunnea,Rhinopoma hardwickii,0
Parahyaena brunnea,Rhinopoma microphyllum,0
Parahyaena brunnea,Taphozous perforatus,0
Parahyaena brunnea,Triaenops persicus,0
Parahyaena brunnea,Vulpes rueppellii,0
Parahyaena brunnea,Xerus rutilus,0
Cryptoprocta ferox,Chaerephon jobimena,0
Cryptoprocta ferox,Cryptoprocta ferox,0
Cryptoprocta ferox,Eidolon dupreanum,0
Cryptoprocta ferox,Hipposideros commersoni,0
Cryptoprocta ferox,Microgale grandidieri,0
Cryptoprocta ferox,Miniopterus gleni,0
Cryptoprocta ferox,Miniopterus manavi,0
Cryptoprocta ferox,Mops leucostigma,0
Cryptoprocta ferox,Myotis goudoti,0
Cryptoprocta ferox,Paremballonura tiavato,0
Cryptoprocta ferox,Phaner pallescens,0
Cryptoprocta ferox,Pipistrellus anchietae,0
Cryptoprocta ferox,Pipistrellus kuhlii,0
Cryptoprocta ferox,Pipistrellus raceyi,0
Cryptoprocta ferox,Rousettus madagascariensis,0
Cryptoprocta ferox,Scotophilus marovaza,0
Cryptoprocta ferox,Scotophilus robustus,0
Cryptoprocta ferox,Scotophilus tandrefana,0
Cryptoprocta ferox,Suncus etruscus,0
Cryptoprocta ferox,Taphozous mauritianus,0
Cryptoprocta ferox,Triaenops rufus,0
Cuon alpinus,Anathana ellioti,0
Cuon alpinus,Antilope cervicapra,0
Cuon alpinus,Aonyx cinereus,0
Cuon alpinus,Bandicota bengalensis,0
Cuon alpinus,Bandicota indica,0
Cuon alpinus,Cynopterus brachyotis,0
Cuon alpinus,Cynopterus sphinx,0
Cuon alpinus,Felis chaus,0
Cuon alpinus,Funambulus tristriatus,0
Cuon alpinus,Golunda ellioti,0
Cuon alpinus,Herpestes smithii,0
Cuon alpinus,Herpestes vitticollis,0
Cuon alpinus,Hipposideros fulvus,0
Cuon alpinus,Hipposideros galeritus,0
Cuon alpinus,Hipposideros lankadiva,0
Cuon alpinus,Hipposideros pomona,0
Cuon alpinus,Hipposideros speoris,0
Cuon alpinus,Hyaena hyaena,0
Cuon alpinus,Kerivoula picta,0
Cuon alpinus,Loris lydekkerianus,0
Cuon alpinus,Lutra lutra,0
Cuon alpinus,Lutrogale perspicillata,0
Cuon alpinus,Macaca radiata,0
Cuon alpinus,Madromys blanfordi,0
Cuon alpinus,Manis crassicaudata,0
Cuon alpinus,Martes gwatkinsii,0
Cuon alpinus,Megaderma lyra,0
Cuon alpinus,Megaderma spasma,0
Cuon alpinus,Mellivora capensis,0
Cuon alpinus,Melursus ursinus,0
Cuon alpinus,Millardia meltada,0
Cuon alpinus,Miniopterus schreibersii,0
Cuon alpinus,Moschiola indica,0
Cuon alpinus,Muntiacus vaginalis,0
Cuon alpinus,Mus booduga,0
Cuon alpinus,Mus musculus,0
Cuon alpinus,Mus platythrix,0
Cuon alpinus,Mus saxicola,0
Cuon alpinus,Mus terricolor,0
Cuon alpinus,Myotis horsfieldii,0
Cuon alpinus,Panthera pardus,0
Cuon alpinus,Panthera tigris,0
Cuon alpinus,Paradoxurus hermaphroditus,0
Cuon alpinus,Petaurista philippensis,0
Cuon alpinus,Pipistrellus ceylonicus,0
Cuon alpinus,Pipistrellus coromandra,0
Cuon alpinus,Pipistrellus tenuis,0
Cuon alpinus,Platacanthomys lasiurus,0
Cuon alpinus,Prionailurus bengalensis,0
Cuon alpinus,Prionailurus rubiginosus,0
Cuon alpinus,Pteropus giganteus,0
Cuon alpinus,Rattus rattus,0
Cuon alpinus,Ratufa indica,0
